,Tags,G_0_presence,G_0_type,G_1_presence,G_1_type,G_2_presence,G_2_type,G_3_presence,G_3_type,G_4_presence,G_4_type,G_5_presence,G_5_type,G_6_presence,G_6_type,G_7_presence,G_7_type
574,Mute Liam Payne,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag
575,Blind Nico di Angelo,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag
576,Mute Luke Hemmings,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag
577,Mute Gabriel (Supernatural),FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag
578,dissabilities,FALSE,,TRUE,synned_tag,TRUE,synned_tag,TRUE,synned_tag,TRUE,synned_tag,TRUE,synned_tag,TRUE,synned_tag,TRUE,synned_tag
579,Blind Dave Strider,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag
580,Blind Sawada Tsunayoshi,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag
581,Mute Aizawa Shouta | Eraserhead,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag
582,Mute Park Jimin (BTS),FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag
583,Blind Dean Winchester,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag
584,description of disability,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,synned_tag,TRUE,synned_tag
585,Mute Ranboo (Video Blogging RPF),FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag
586,Small Disability,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,synned_tag,TRUE,synned_tag,TRUE,synned_tag
587,Deaf Dazai Osamu (Bungou Stray Dogs),FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag
588,Blind Hinata Shouyou,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag
589,desability,FALSE,,TRUE,synned_tag,TRUE,synned_tag,TRUE,synned_tag,TRUE,synned_tag,TRUE,synned_tag,TRUE,synned_tag,TRUE,synned_tag
590,Blind Light,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag,FALSE,,FALSE,
591,Mute Derek Hale,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag
592,Mute Tony Stark,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag
593,Deaf Akaashi Keiji,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag
594,Selectively Mute Hunter (Bloodborne),FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag
595,Deaf Steve Rogers,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag
596,Deaf Lance (Voltron),FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag
597,Deaf Lee Felix (Stray Kids),FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag
598,realistic disabilities,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,synned_tag
599,Deaf Lexa (The 100),FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag
600,Technically a Disability Fic I Guess,FALSE,,FALSE,,FALSE,,TRUE,synned_tag,TRUE,synned_tag,TRUE,synned_tag,TRUE,synned_tag,TRUE,synned_tag
601,Blind Jeon Jungkook,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag
602,Deaf Klaus Hargreeves,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag
603,Deaf Morality | Patton Sanders,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag
604,Blind Kageyama Tobio,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag
605,Deaf Gabriel,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,FALSE,,FALSE,,FALSE,
606,Blind Toby Smith | Tubbo,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag
607,Blind Niall Horan,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag
608,Deaf Merlin (Merlin),FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag
609,Mute Dean,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag,FALSE,,FALSE,
610,Blind James Potter,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag
611,Blind Eddie Kaspbrak,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag
612,Disabled Levi Ackerman,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag
613,Mute Logan Walker,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag
614,Mute Zayn,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag,FALSE,,FALSE,
615,Blind Midoriya Izuku,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag
616,Dyslexic Ron Weasley,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag
617,Deaf Harry Styles,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag
618,Deaf Castiel (Supernatural),FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag
619,Deaf Jeon Jungkook,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag
620,Major warning for a character getting severly hurt and being disabled,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,synned_tag,TRUE,synned_tag,TRUE,synned_tag,TRUE,synned_tag
621,Blind Terezi Pyrope,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag
622,Blind Melanie King,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag
623,Dyslexic Scout (Team Fortress 2),FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag
624,Mute Noctis Lucis Caelum,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag
625,Selectively Mute Jeon Jungkook,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag
626,Canon Disabled Character,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag
627,Mute Toby Smith | Tubbo,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag
628,Deaf Link (Legend of Zelda),FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag
629,Deaf Ian,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag,FALSE,,FALSE,,FALSE,
630,Mute Trafalgar D. Water Law,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag
631,Mute Kurosaki Ichigo,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag
632,Mute Jensen,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag,FALSE,,FALSE,
633,Blind America (Hetalia),FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag
634,Blind Y'shtola Rhul,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag
635,Mute Tyler Joseph,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag
636,Deaf Castiel,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag,FALSE,,FALSE,
637,Implied/Referenced Disabilities,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,synned_tag,TRUE,synned_tag
638,Mute Jeon Jungkook,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag
639,With added disabilities,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,synned_tag,TRUE,synned_tag
640,Hidden Disabiltys,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,synned_tag
641,disability!fic,FALSE,,TRUE,synned_tag,TRUE,synned_tag,TRUE,synned_tag,TRUE,synned_tag,TRUE,synned_tag,TRUE,synned_tag,TRUE,synned_tag
642,diability,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,synned_tag,TRUE,synned_tag,TRUE,synned_tag,TRUE,synned_tag
643,Blind Severus Snape,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag
644,Blind Brian May,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag
645,Deaf Bilbo,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag,FALSE,,FALSE,,FALSE,,FALSE,
646,Deaf Specs (Newsies),FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag
647,Paralyzed Charles Xavier,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag
648,Mute Midoriya Izuku,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag
649,Blind Derek Hale,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag
650,Blind Luke Hemmings,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag
651,Blind Tartaglia | Childe (Genshin Impact),FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag
652,Mute Player (Stardew Valley),FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag
653,Deaf Harry Potter,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag
654,disabled,FALSE,,FALSE,,FALSE,,TRUE,synned_tag,TRUE,synned_tag,TRUE,synned_tag,TRUE,synned_tag,TRUE,synned_tag
655,Disabled Draco Malfoy,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag
656,Charles Xavier in a Wheelchair,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag
657,Dyslexic Harry Potter,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag
658,Deaf Louis,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag,FALSE,,FALSE,
659,Dyslexia,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag
660,Blind Dan Howell,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag
661,Deaf Miyuki Kazuya,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag
662,Selectively Mute Ranboo (Video Blogging RPF),FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag
663,Deaf Bokuto Koutarou,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag
664,Blind Adrien Agreste,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,FALSE,,FALSE,
665,Lisiado,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,synned_tag
666,Deaf Sawamura Daichi,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag
667,Disabled Stiles Stilinski,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag
668,Blind Roy,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag
669,trigger warning: disabilities,FALSE,,FALSE,,FALSE,,TRUE,synned_tag,TRUE,synned_tag,TRUE,synned_tag,TRUE,synned_tag,TRUE,synned_tag
670,Blind Armitage Hux,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag
671,Deaf Peter,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,FALSE,,FALSE,,FALSE,,FALSE,
672,Deaf Din Djarin,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag
673,Selectively Mute Tommyinnit (Video Blogging RPF),FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag
674,Blind Levi Ackerman,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag
675,Disabled Marcy Wu,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag
676,Dyslexic Steve Harrington,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag
677,Disabled Dean Winchester,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag
678,Mention of dissability,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,synned_tag,TRUE,synned_tag
679,Mute Upgraded Connor | RK900,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag
680,Blind Locus | Samuel Ortez,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag
681,Blind Anxiety | Virgil Sanders,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag
682,Blind Violet (Walking Dead: Done Running),FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag
683,Visual disibility with an OC,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,synned_tag
684,Blind Sollux Captor,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag
685,Mute Dick Grayson,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag
686,Blind Jensen Ackles,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag
687,Blind Clarke Griffin,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag
688,Blind Sherlock Holmes,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag
689,Blind Shiro (Voltron),FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag
690,Deaf Levi (Shingeki no Kyojin),FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag,FALSE,
691,Deaf Jason Grace,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag
692,Deaf Remus,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,FALSE,,FALSE,,FALSE,,FALSE,
693,Blind Liam Payne,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag
694,Disabled Sam,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag,FALSE,,FALSE,,FALSE,
695,Certain Disability,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,synned_tag,TRUE,synned_tag,TRUE,synned_tag,TRUE,synned_tag
696,Mute Bumblebee (Transformers),FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag
697,Disabled Kakyoin Noriaki,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag
698,disability themes,TRUE,synned_tag,TRUE,synned_tag,TRUE,synned_tag,TRUE,synned_tag,TRUE,synned_tag,TRUE,synned_tag,TRUE,synned_tag,TRUE,synned_tag
699,Disabled Sherlock Holmes,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag
700,Mute Stiles Stilinski,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag
701,Mute Connor (Detroit: Become Human),FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag
702,Blind Prussia (Hetalia),FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag
703,Blind Obi-Wan Kenobi,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag
704,Deaf Scott McCall (Teen Wolf),FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag
705,Deaf Park Jimin,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag,FALSE,,FALSE,
706,Deaf Matt Murdock,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag
707,Selectively Mute Pyro (Team Fortress 2),FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag
708,Disabled Steve Rogers,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag
709,Disability via Accident,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,synned_tag,TRUE,synned_tag,TRUE,synned_tag,TRUE,synned_tag
710,Blind GeorgeNotFound (Video Blogging RPF),FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag
711,Disabled Min Yoongi | Suga,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag
712,Blind Luke,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag,TRUE,canonical_tag,FALSE,,FALSE,
713,Deaf Regulus Black,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag
714,Blind Frisk (Undertale),FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag
715,Deaf Ethan Green,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag
716,Mute Keith (Voltron),FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag
717,Blind Jung Hoseok | J-Hope,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag
718,Dyslexic Wylan Van Eck,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag
719,Deaf Wooley (Star Wars),FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag
720,Mute Deceit | Janus Sanders,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,canonical_tag,TRUE,canonical_tag
